session_id,date,education_level,subject,task_type,duration_min,num_prompts,ai_help_level,result,reuse_ai_again,satisfaction_rating,prompts_per_min,is_success
2410,2023-01-24,PhD,AI,Research,42,4,Low,Pass,Yes,5,0.1,No
2411,2020-03-06,Undergraduate,Literature,Essay,134,10,Low,Incomplete,Yes,9,0.07,No
2412,2025-01-03,Postgraduate,Mathematics,Coding,105,10,Low,Incomplete,No,9,0.1,No
2413,2020-10-13,PhD,History,Project,88,9,Medium,Pass,No,4,0.1,No
2414,2024-08-12,Postgraduate,Chemistry,Coding,93,30,Low,Pass,No,2,0.32,No
2415,2021-10-15,High School,Literature,Coding,146,22,Low,Incomplete,Yes,7,0.15,No
2416,2020-10-11,Undergraduate,Computer Science,Quiz,149,2,Medium,Incomplete,No,2,0.01,No
2417,2020-05-09,High School,Economics,Presentation,49,15,Low,Fail,No,7,0.31,No
2418,2020-04-06,High School,Physics,Coding,148,16,High,Pass,No,2,0.11,No
2419,2020-05-01,High School,Chemistry,Coding,37,37,High,Incomplete,No,2,1.0,No
2420,2023-12-08,High School,Chemistry,Essay,172,17,High,Incomplete,No,1,0.1,No
2421,2025-07-31,PhD,AI,Quiz,62,17,Medium,Fail,Yes,5,0.27,No
2422,2021-12-28,Undergraduate,Economics,Research,61,20,Medium,Pass,Yes,10,0.33,Yes
2423,2020-12-26,Postgraduate,Biology,Essay,98,32,High,Incomplete,Yes,5,0.33,No
2424,2025-07-07,Undergraduate,History,Coding,94,36,Medium,Pass,No,7,0.38,Yes
2425,2021-11-23,Undergraduate,Computer Science,Essay,178,9,Medium,Incomplete,Yes,7,0.05,No
2426,2025-01-29,High School,Literature,Research,112,25,Medium,Incomplete,No,3,0.22,No
2427,2021-06-16,Postgraduate,Physics,Presentation,118,27,High,Fail,No,10,0.23,No
2428,2023-04-16,PhD,Economics,Essay,174,11,High,Pass,Yes,6,0.06,Yes
2429,2020-03-02,High School,AI,Essay,135,20,High,Incomplete,No,5,0.15,No
2430,2021-08-19,Undergraduate,Biology,Quiz,74,14,Medium,Pass,No,7,0.19,Yes
2431,2024-03-29,Undergraduate,Physics,Coding,27,22,High,Fail,No,10,0.81,No
2432,2023-12-30,Undergraduate,Computer Science,Quiz,152,12,Low,Fail,No,5,0.08,No
2433,2020-12-26,High School,Physics,Project,161,32,Low,Incomplete,Yes,9,0.2,No
2434,2021-08-24,PhD,Biology,Essay,176,28,Low,Fail,Yes,6,0.16,No
2435,2023-03-23,Undergraduate,Physics,Presentation,137,18,High,Fail,Yes,7,0.13,No
2436,2024-07-17,Postgraduate,Mathematics,Quiz,30,7,Low,Pass,Yes,3,0.23,No
2437,2024-02-28,Postgraduate,Biology,Project,76,6,High,Pass,Yes,1,0.08,No
2438,2021-04-30,PhD,Mathematics,Quiz,161,34,Medium,Pass,Yes,8,0.21,Yes
2439,2021-08-05,High School,Literature,Research,18,4,Low,Pass,Yes,4,0.22,No
2440,2021-03-06,PhD,Literature,Presentation,164,39,Low,Pass,Yes,5,0.24,No
2441,2020-05-12,High School,Biology,Quiz,126,8,Low,Pass,No,2,0.06,No
2442,2025-03-26,PhD,Mathematics,Project,31,25,Low,Fail,Yes,9,0.81,No
2443,2022-11-24,High School,Engineering,Project,77,30,High,Fail,No,1,0.39,No
2444,2021-05-08,High School,Biology,Research,92,15,Medium,Incomplete,Yes,2,0.16,No
2445,2020-04-02,PhD,Chemistry,Presentation,140,29,High,Incomplete,Yes,8,0.21,No
2446,2021-07-17,PhD,Engineering,Essay,63,30,Low,Fail,Yes,7,0.48,No
2447,2020-04-22,High School,Engineering,Research,44,9,Low,Incomplete,No,5,0.2,No
2448,2025-05-24,PhD,Physics,Presentation,55,32,Medium,Pass,Yes,8,0.58,Yes
2449,2024-09-13,High School,Mathematics,Coding,78,36,Low,Incomplete,No,6,0.46,No
2450,2025-03-21,High School,Mathematics,Coding,171,17,High,Fail,Yes,3,0.1,No
2451,2022-05-23,PhD,Chemistry,Coding,36,26,High,Pass,No,10,0.72,Yes
2452,2024-04-15,Postgraduate,Economics,Quiz,106,31,Low,Fail,No,6,0.29,No
2453,2020-09-28,PhD,Engineering,Project,35,16,High,Fail,Yes,2,0.46,No
2454,2023-08-11,High School,Physics,Research,81,10,Medium,Pass,Yes,8,0.12,Yes
2455,2020-02-09,Undergraduate,Biology,Quiz,16,34,Medium,Pass,No,4,2.12,No
2456,2021-04-05,Undergraduate,Engineering,Coding,78,35,Medium,Incomplete,Yes,4,0.45,No
2457,2020-04-06,High School,History,Essay,113,39,Low,Pass,No,4,0.35,No
2458,2020-07-10,Undergraduate,Physics,Quiz,23,25,Medium,Incomplete,No,9,1.09,No
2459,2024-05-08,Postgraduate,AI,Project,67,15,High,Incomplete,No,4,0.22,No
2460,2023-06-23,High School,Physics,Essay,88,2,Low,Fail,No,7,0.02,No
2461,2022-11-29,Undergraduate,Economics,Presentation,154,28,Low,Fail,No,4,0.18,No
2462,2023-10-12,Postgraduate,Physics,Coding,144,5,Medium,Fail,No,2,0.03,No
2463,2021-07-02,Undergraduate,Engineering,Quiz,149,32,High,Pass,No,6,0.21,Yes
2464,2022-11-29,Undergraduate,AI,Project,16,39,Medium,Pass,Yes,7,2.44,Yes
2465,2020-03-18,Undergraduate,History,Quiz,116,24,Medium,Fail,No,8,0.21,No
2466,2021-08-01,High School,Computer Science,Essay,118,7,Low,Fail,Yes,1,0.06,No
2467,2025-08-10,PhD,Physics,Quiz,103,17,High,Fail,Yes,8,0.17,No
2468,2020-09-07,Undergraduate,Physics,Research,86,20,Low,Incomplete,Yes,3,0.23,No
2469,2024-12-16,Postgraduate,Physics,Quiz,133,21,High,Fail,Yes,7,0.16,No
2470,2020-07-23,Undergraduate,Engineering,Coding,90,17,Medium,Incomplete,No,3,0.19,No
2471,2025-01-20,Undergraduate,Literature,Presentation,81,3,Medium,Fail,No,5,0.04,No
2472,2021-07-11,High School,Economics,Project,101,14,Low,Fail,Yes,4,0.14,No
2473,2023-10-17,Undergraduate,Literature,Research,126,27,High,Pass,No,10,0.21,Yes
2474,2021-05-28,Undergraduate,Literature,Research,134,31,High,Pass,No,1,0.23,No
2475,2022-12-14,PhD,Engineering,Project,64,12,Low,Incomplete,No,6,0.19,No
2476,2022-08-21,Postgraduate,Mathematics,Quiz,11,34,High,Pass,No,4,3.09,No
2477,2024-09-08,High School,Computer Science,Presentation,120,28,Medium,Pass,No,4,0.23,No
2478,2023-08-10,PhD,Economics,Essay,126,33,High,Fail,No,6,0.26,No
2479,2023-11-11,Postgraduate,Chemistry,Research,24,38,High,Pass,Yes,9,1.58,Yes
2480,2022-11-29,Undergraduate,Chemistry,Research,58,26,High,Pass,No,4,0.45,No
2481,2022-01-08,High School,Chemistry,Coding,169,10,Medium,Pass,Yes,2,0.06,No
2482,2025-03-18,Postgraduate,Economics,Research,160,8,Medium,Pass,No,3,0.05,No
2483,2020-08-22,Postgraduate,Chemistry,Presentation,144,24,Low,Fail,No,9,0.17,No
2484,2024-07-13,Undergraduate,Mathematics,Quiz,49,7,Medium,Incomplete,Yes,4,0.14,No
2485,2022-01-03,Undergraduate,Mathematics,Coding,110,37,High,Pass,Yes,5,0.34,No
2486,2022-01-25,PhD,History,Research,24,4,Medium,Incomplete,Yes,2,0.17,No
2487,2025-01-19,PhD,Mathematics,Coding,25,26,Low,Fail,Yes,6,1.04,No
2488,2020-02-14,High School,History,Presentation,55,14,Low,Fail,No,3,0.25,No
2489,2022-11-05,Postgraduate,AI,Presentation,62,8,Medium,Pass,No,8,0.13,Yes
2490,2024-11-09,Undergraduate,Literature,Essay,143,15,High,Pass,No,6,0.1,Yes
2491,2022-12-01,High School,Chemistry,Quiz,162,40,High,Fail,Yes,10,0.25,No
2492,2022-06-15,Undergraduate,Chemistry,Research,45,32,Low,Incomplete,Yes,3,0.71,No
2493,2021-04-27,PhD,Biology,Quiz,171,4,Medium,Incomplete,No,1,0.02,No
2494,2021-05-28,PhD,AI,Research,106,22,Low,Fail,Yes,9,0.21,No
2495,2023-05-29,Postgraduate,Biology,Presentation,130,17,High,Incomplete,No,1,0.13,No
2496,2025-01-28,High School,Literature,Presentation,116,20,Low,Fail,No,6,0.17,No
2497,2024-08-17,High School,Chemistry,Essay,144,1,High,Incomplete,Yes,10,0.01,No
2498,2021-12-04,High School,Chemistry,Coding,24,24,Medium,Pass,Yes,5,1.0,No
2499,2022-11-27,High School,Engineering,Coding,49,11,Medium,Pass,Yes,4,0.22,No
2500,2021-12-10,High School,Chemistry,Coding,96,5,Low,Pass,No,6,0.05,Yes
2501,2023-11-10,High School,Physics,Presentation,62,22,Medium,Fail,Yes,4,0.35,No
2502,2024-07-16,Postgraduate,Biology,Presentation,54,16,Low,Pass,No,4,0.3,No
2503,2024-06-02,Undergraduate,Engineering,Research,38,1,High,Pass,No,10,0.03,Yes
2504,2022-08-02,High School,Chemistry,Quiz,74,6,Low,Incomplete,Yes,8,0.08,No
2505,2023-09-27,PhD,Computer Science,Presentation,158,40,Low,Pass,Yes,3,0.25,No
2506,2022-09-21,PhD,AI,Coding,24,31,Medium,Fail,No,5,1.29,No
2507,2021-10-17,High School,Mathematics,Research,51,39,Medium,Incomplete,Yes,10,0.76,No
2508,2022-04-12,PhD,Computer Science,Presentation,30,38,Low,Pass,No,8,1.27,Yes
2509,2020-11-07,Undergraduate,Physics,Research,100,15,High,Fail,Yes,7,0.15,No
2510,2023-01-27,PhD,Computer Science,Coding,175,33,High,Fail,No,7,0.19,No
2511,2021-02-25,Undergraduate,Mathematics,Presentation,113,8,Medium,Pass,Yes,1,0.07,No
2512,2021-10-10,Postgraduate,Computer Science,Coding,74,4,Low,Pass,Yes,2,0.05,No
2513,2023-12-20,Undergraduate,Computer Science,Quiz,7,21,Low,Fail,Yes,3,3.0,No
2514,2021-02-15,High School,History,Coding,175,4,High,Fail,No,10,0.02,No
2515,2025-03-03,Undergraduate,History,Research,159,9,Medium,Incomplete,No,3,0.06,No
2516,2021-09-20,High School,Literature,Presentation,65,17,High,Incomplete,No,9,0.26,No
2517,2021-03-24,Undergraduate,Mathematics,Quiz,143,31,Medium,Pass,No,8,0.22,Yes
2518,2024-04-14,Undergraduate,Biology,Coding,48,38,High,Incomplete,No,6,0.79,No
2519,2021-01-25,Postgraduate,Engineering,Essay,47,22,Medium,Incomplete,No,7,0.47,No
2520,2023-01-31,High School,Literature,Quiz,167,33,Medium,Incomplete,Yes,9,0.2,No
2521,2021-12-04,Postgraduate,AI,Project,127,9,Medium,Pass,Yes,9,0.07,Yes
2522,2022-12-26,PhD,Economics,Coding,173,38,Low,Fail,No,4,0.22,No
2523,2023-07-30,Postgraduate,Physics,Presentation,105,11,High,Pass,Yes,3,0.1,No
2524,2023-12-06,High School,Physics,Presentation,51,23,High,Incomplete,No,3,0.45,No
2525,2023-05-13,PhD,Chemistry,Presentation,110,13,High,Fail,Yes,1,0.12,No
2526,2021-01-06,Undergraduate,Chemistry,Coding,75,6,Medium,Incomplete,Yes,10,0.08,No
2527,2020-02-16,High School,Engineering,Project,172,27,Medium,Pass,No,1,0.16,No
2528,2021-07-04,PhD,AI,Essay,72,22,Low,Incomplete,No,7,0.31,No
2529,2022-03-06,Undergraduate,Physics,Research,77,3,Low,Incomplete,Yes,10,0.04,No
2530,2020-11-02,High School,Physics,Presentation,61,16,Medium,Pass,Yes,3,0.26,No
2531,2021-10-18,Postgraduate,Economics,Essay,27,38,Low,Fail,Yes,1,1.41,No
2532,2024-09-15,High School,Literature,Coding,123,32,High,Pass,No,7,0.26,Yes
2533,2023-02-24,PhD,Physics,Project,112,4,Medium,Fail,Yes,7,0.04,No
2534,2023-02-26,Undergraduate,Literature,Project,95,1,Low,Incomplete,No,4,0.01,No
2535,2025-03-11,Undergraduate,Biology,Quiz,113,6,Medium,Fail,Yes,4,0.05,No
2536,2021-03-31,Undergraduate,Biology,Research,34,1,High,Incomplete,No,5,0.03,No
2537,2021-01-16,PhD,History,Coding,56,7,Medium,Fail,No,5,0.12,No
2538,2021-04-21,Undergraduate,Economics,Coding,123,31,High,Fail,No,8,0.25,No
2539,2024-09-17,High School,AI,Project,58,17,High,Fail,Yes,10,0.29,No
2540,2020-07-03,Postgraduate,AI,Essay,126,21,Medium,Pass,No,1,0.17,No
2541,2020-12-20,PhD,Engineering,Presentation,149,13,Low,Fail,Yes,1,0.09,No
2542,2021-11-21,Postgraduate,Literature,Coding,118,20,Medium,Fail,Yes,8,0.17,No
2543,2021-11-20,Undergraduate,History,Quiz,114,22,Low,Incomplete,No,10,0.19,No
2544,2022-11-12,PhD,Engineering,Essay,47,23,Medium,Incomplete,No,4,0.49,No
2545,2024-03-30,Undergraduate,AI,Presentation,150,3,Medium,Incomplete,No,3,0.02,No
2546,2022-03-21,PhD,History,Essay,172,1,Low,Incomplete,No,4,0.01,No
2547,2025-08-13,Postgraduate,Computer Science,Research,73,12,Low,Fail,No,4,0.16,No
2548,2023-08-08,High School,Mathematics,Presentation,61,31,High,Pass,No,7,0.51,Yes
2549,2020-07-23,Postgraduate,Economics,Project,167,27,High,Pass,No,4,0.16,No
2550,2025-02-09,Postgraduate,History,Coding,122,4,Medium,Incomplete,No,2,0.03,No
2551,2025-01-22,Postgraduate,AI,Quiz,111,30,Low,Incomplete,No,4,0.27,No
2552,2024-07-13,High School,Computer Science,Project,81,6,High,Fail,Yes,1,0.07,No
2553,2021-09-02,PhD,Economics,Project,47,37,Low,Pass,No,6,0.79,Yes
2554,2020-06-16,PhD,Literature,Research,10,19,Low,Fail,No,7,1.9,No
2555,2020-05-16,Postgraduate,Mathematics,Coding,68,29,Medium,Fail,Yes,4,0.43,No
2556,2020-04-20,PhD,Economics,Project,117,14,Low,Fail,No,2,0.12,No
2557,2021-07-09,Undergraduate,Chemistry,Research,110,31,High,Incomplete,No,2,0.28,No
2558,2020-03-07,PhD,Literature,Project,134,28,Medium,Pass,No,10,0.21,Yes
2559,2020-07-10,PhD,Economics,Coding,151,27,Low,Fail,Yes,9,0.18,No
2560,2025-08-25,PhD,AI,Essay,85,21,Low,Incomplete,No,10,0.25,No
2561,2021-07-19,Undergraduate,Physics,Project,121,4,Medium,Incomplete,No,2,0.03,No
2562,2024-07-02,PhD,Mathematics,Research,105,14,Low,Pass,Yes,7,0.13,Yes
2563,2021-10-29,High School,Economics,Coding,153,38,Low,Incomplete,Yes,10,0.25,No
2564,2021-10-16,PhD,Physics,Presentation,44,27,High,Fail,Yes,4,0.61,No
2565,2025-03-14,High School,Economics,Project,6,35,Medium,Fail,No,3,5.83,No
2566,2024-07-17,Postgraduate,Chemistry,Essay,57,38,High,Incomplete,Yes,2,0.67,No
2567,2022-08-30,Postgraduate,History,Project,168,39,High,Pass,Yes,5,0.23,No
2568,2024-01-09,PhD,Economics,Essay,102,39,Low,Pass,No,9,0.38,Yes
2569,2024-12-03,Undergraduate,Mathematics,Quiz,71,39,High,Pass,No,4,0.55,No
2570,2025-09-30,Postgraduate,Biology,Essay,42,5,Medium,Incomplete,Yes,7,0.12,No
2571,2025-04-15,High School,AI,Project,101,18,High,Pass,Yes,6,0.18,Yes
2572,2020-07-31,High School,AI,Project,69,38,High,Incomplete,Yes,9,0.55,No
2573,2021-01-16,Postgraduate,Mathematics,Coding,119,3,Low,Fail,Yes,10,0.03,No
2574,2021-10-01,PhD,History,Essay,119,4,Low,Pass,Yes,9,0.03,Yes
2575,2020-09-25,PhD,Chemistry,Research,43,34,Low,Incomplete,No,9,0.79,No
2576,2021-12-13,Postgraduate,History,Presentation,88,2,High,Pass,No,3,0.02,No
2577,2025-10-15,Postgraduate,Engineering,Coding,169,30,High,Fail,Yes,2,0.18,No
2578,2024-09-12,High School,AI,Presentation,180,8,High,Incomplete,No,2,0.04,No
2579,2021-12-03,PhD,AI,Research,38,1,High,Pass,Yes,1,0.03,No
2580,2022-09-10,High School,Economics,Essay,167,12,Medium,Pass,No,5,0.07,No
2581,2023-01-08,Undergraduate,Computer Science,Presentation,102,12,High,Fail,No,9,0.12,No
2582,2025-06-07,High School,Physics,Coding,7,19,High,Incomplete,Yes,5,2.71,No
2583,2021-10-26,Postgraduate,Biology,Research,157,2,High,Pass,Yes,4,0.01,No
2584,2025-02-21,Postgraduate,Biology,Essay,51,36,Medium,Incomplete,No,7,0.71,No
2585,2020-08-28,Undergraduate,Engineering,Research,171,29,Low,Pass,No,4,0.17,No
2586,2024-03-17,Postgraduate,Chemistry,Project,83,3,Medium,Fail,Yes,7,0.04,No
2587,2022-11-13,High School,Literature,Research,99,18,High,Pass,Yes,7,0.18,Yes
2588,2023-01-19,Undergraduate,Physics,Quiz,150,29,Medium,Pass,No,5,0.19,No
2589,2024-06-26,PhD,Chemistry,Coding,37,15,Medium,Pass,No,7,0.41,Yes
2590,2025-03-13,PhD,History,Presentation,23,9,Medium,Incomplete,No,10,0.39,No
2591,2025-06-07,Undergraduate,Chemistry,Project,17,17,Low,Incomplete,No,3,1.0,No
2592,2021-11-10,PhD,Engineering,Presentation,37,1,Medium,Fail,No,2,0.03,No
2593,2025-02-01,PhD,Chemistry,Coding,93,25,High,Incomplete,Yes,10,0.27,No
2594,2022-10-12,Undergraduate,Computer Science,Presentation,127,26,High,Incomplete,No,8,0.2,No
2595,2025-01-21,Undergraduate,Computer Science,Research,8,20,Low,Pass,No,9,2.5,Yes
2596,2021-12-08,High School,Literature,Quiz,160,16,Low,Fail,Yes,10,0.1,No
2597,2022-02-15,High School,Chemistry,Coding,108,1,Low,Pass,Yes,5,0.01,No
2598,2023-05-03,High School,Economics,Research,42,40,High,Incomplete,Yes,5,0.95,No
2599,2022-07-18,High School,History,Project,149,5,Low,Fail,Yes,1,0.03,No
2600,2022-04-16,PhD,Computer Science,Coding,167,35,Medium,Pass,Yes,10,0.21,Yes
2601,2024-11-15,Postgraduate,AI,Quiz,45,9,Medium,Pass,No,10,0.2,Yes
2602,2021-09-11,High School,Literature,Coding,64,22,Low,Pass,No,7,0.34,Yes
2603,2024-10-19,High School,Engineering,Quiz,148,40,Medium,Pass,Yes,6,0.27,Yes
2604,2024-07-05,Undergraduate,Mathematics,Essay,126,24,Low,Incomplete,Yes,8,0.19,No
2605,2024-07-31,PhD,Physics,Presentation,115,37,Medium,Fail,Yes,5,0.32,No
2606,2020-01-28,Postgraduate,Biology,Quiz,130,17,Low,Incomplete,Yes,6,0.13,No
2607,2022-07-12,High School,Biology,Research,174,40,Medium,Fail,Yes,1,0.23,No
2608,2020-07-31,PhD,Economics,Research,55,11,Low,Fail,No,1,0.2,No
2609,2022-07-13,PhD,Physics,Presentation,174,12,Low,Pass,No,10,0.07,Yes
2610,2020-10-17,Undergraduate,Literature,Research,54,14,Medium,Pass,Yes,5,0.26,No
2611,2022-01-23,Postgraduate,History,Quiz,119,19,High,Incomplete,Yes,5,0.16,No
2612,2025-07-13,PhD,Mathematics,Research,141,27,Low,Pass,No,2,0.19,No
2613,2020-01-22,PhD,AI,Quiz,24,39,Low,Fail,Yes,9,1.62,No
2614,2024-01-03,High School,Economics,Project,66,11,High,Incomplete,No,2,0.17,No
2615,2023-01-02,Postgraduate,AI,Coding,70,3,High,Pass,No,9,0.04,Yes
2616,2020-01-06,Postgraduate,Computer Science,Presentation,25,7,Medium,Fail,No,5,0.28,No
2617,2024-05-26,Postgraduate,Biology,Presentation,175,8,Medium,Pass,No,8,0.05,Yes
2618,2020-01-12,High School,History,Essay,155,16,Low,Incomplete,No,6,0.1,No
2619,2023-06-30,High School,Literature,Quiz,9,16,High,Incomplete,Yes,3,1.78,No
2620,2020-11-29,High School,Biology,Presentation,102,26,Low,Incomplete,Yes,4,0.25,No
2621,2025-10-05,Postgraduate,Literature,Presentation,107,18,High,Incomplete,Yes,8,0.17,No
2622,2020-02-20,Undergraduate,AI,Quiz,45,39,High,Fail,Yes,7,0.87,No
2623,2023-03-03,PhD,Engineering,Coding,57,16,Medium,Incomplete,No,3,0.28,No
2624,2022-03-30,High School,Biology,Presentation,124,20,Medium,Pass,Yes,7,0.16,Yes
2625,2025-06-19,High School,Literature,Project,159,36,Medium,Pass,Yes,1,0.23,No
2626,2021-04-26,High School,Literature,Project,166,19,Low,Pass,Yes,4,0.11,No
2627,2021-08-17,PhD,AI,Essay,29,22,High,Fail,No,9,0.76,No
2628,2020-07-11,Postgraduate,Chemistry,Research,66,12,High,Pass,Yes,10,0.18,Yes
2629,2024-07-09,High School,History,Research,180,11,Low,Pass,No,4,0.06,No
2630,2025-04-10,High School,Economics,Research,74,24,High,Fail,No,8,0.32,No
2631,2020-08-20,Undergraduate,Biology,Essay,118,5,Medium,Fail,Yes,10,0.04,No
2632,2023-10-20,Undergraduate,Engineering,Quiz,112,32,Medium,Fail,Yes,7,0.29,No
2633,2022-01-06,Undergraduate,Computer Science,Project,152,25,Low,Fail,Yes,1,0.16,No
2634,2021-07-18,PhD,Physics,Project,141,20,Low,Pass,No,8,0.14,Yes
2635,2025-01-10,High School,Biology,Research,137,26,Low,Fail,Yes,7,0.19,No
2636,2022-08-26,High School,AI,Research,66,28,Low,Fail,Yes,3,0.42,No
2637,2020-12-25,PhD,History,Essay,164,35,High,Pass,Yes,4,0.21,No
2638,2020-06-28,High School,Chemistry,Essay,65,2,Low,Fail,Yes,1,0.03,No
2639,2022-12-10,Postgraduate,Chemistry,Project,56,30,Medium,Incomplete,No,10,0.54,No
2640,2024-02-10,Undergraduate,Physics,Presentation,171,12,Medium,Pass,Yes,10,0.07,Yes
2641,2024-10-28,High School,Chemistry,Research,94,32,Medium,Incomplete,No,5,0.34,No
2642,2023-01-24,Undergraduate,Mathematics,Quiz,78,36,High,Fail,No,6,0.46,No
2643,2022-07-11,High School,Physics,Presentation,9,36,Low,Incomplete,No,6,4.0,No
2644,2023-12-06,Undergraduate,History,Quiz,89,26,Medium,Pass,Yes,10,0.29,Yes
2645,2024-02-28,Undergraduate,Physics,Research,162,32,Low,Fail,No,7,0.2,No
2646,2020-02-19,Undergraduate,AI,Essay,112,9,Medium,Incomplete,No,1,0.08,No
2647,2025-01-07,High School,History,Research,168,10,Medium,Fail,Yes,3,0.06,No
2648,2022-03-16,Postgraduate,Physics,Quiz,134,24,Low,Pass,No,4,0.18,No
2649,2020-01-18,High School,Economics,Coding,178,6,Medium,Fail,Yes,6,0.03,No
2650,2024-09-29,High School,Computer Science,Presentation,117,37,Low,Fail,Yes,3,0.32,No
2651,2022-11-13,Postgraduate,Physics,Coding,67,38,Medium,Fail,No,10,0.57,No
2652,2022-12-22,High School,AI,Quiz,98,14,Low,Incomplete,No,8,0.14,No
2653,2020-08-10,Postgraduate,Economics,Essay,151,6,High,Incomplete,No,7,0.04,No
2654,2023-05-15,PhD,Engineering,Coding,114,22,Medium,Pass,Yes,4,0.19,No
2655,2023-08-13,PhD,History,Project,176,36,Medium,Fail,Yes,6,0.2,No
2656,2025-04-03,High School,Chemistry,Coding,127,31,High,Pass,No,4,0.24,No
2657,2020-01-25,High School,Engineering,Coding,46,2,High,Fail,No,8,0.04,No
2658,2022-09-17,Undergraduate,Biology,Coding,159,31,Low,Incomplete,Yes,4,0.19,No
2659,2024-07-16,Postgraduate,History,Essay,52,36,Low,Fail,Yes,3,0.69,No
2660,2024-06-05,PhD,AI,Presentation,156,12,Medium,Pass,No,8,0.08,Yes
2661,2022-08-27,Undergraduate,Biology,Project,141,22,High,Pass,Yes,3,0.16,No
2662,2022-09-03,Undergraduate,Mathematics,Presentation,29,17,High,Pass,Yes,7,0.59,Yes
2663,2022-02-12,Undergraduate,Chemistry,Presentation,76,19,Low,Pass,No,8,0.25,Yes
2664,2020-10-16,Undergraduate,Engineering,Essay,177,31,Medium,Fail,Yes,6,0.18,No
2665,2023-01-05,Postgraduate,Chemistry,Research,19,29,Medium,Fail,Yes,4,1.53,No
2666,2022-06-24,High School,Mathematics,Essay,105,19,Low,Pass,Yes,3,0.18,No
2667,2024-11-06,Undergraduate,Chemistry,Research,120,30,Medium,Pass,Yes,2,0.25,No
2668,2024-08-23,High School,AI,Research,81,31,Low,Fail,Yes,4,0.38,No
2669,2024-01-20,High School,Biology,Research,13,22,High,Fail,Yes,10,1.69,No
2670,2025-08-24,Postgraduate,Chemistry,Project,78,6,High,Pass,No,5,0.08,No
2671,2020-08-07,Undergraduate,Economics,Quiz,9,28,Medium,Fail,Yes,7,3.11,No
2672,2025-01-31,PhD,Chemistry,Quiz,150,1,Medium,Pass,Yes,1,0.01,No
2673,2022-09-30,PhD,Biology,Presentation,174,23,High,Fail,No,7,0.13,No
2674,2020-10-17,Postgraduate,Engineering,Research,73,21,High,Fail,Yes,2,0.29,No
2675,2022-06-10,PhD,Engineering,Presentation,76,39,Low,Fail,No,1,0.51,No
2676,2023-07-14,Postgraduate,Mathematics,Quiz,157,14,Low,Fail,No,5,0.09,No
2677,2022-06-05,Undergraduate,Chemistry,Project,61,38,Medium,Fail,Yes,3,0.62,No
2678,2021-02-17,Undergraduate,Literature,Presentation,141,5,High,Pass,No,10,0.04,Yes
2679,2023-03-26,Postgraduate,Biology,Quiz,9,1,High,Pass,Yes,8,0.11,Yes
2680,2024-11-24,Undergraduate,Chemistry,Coding,156,34,High,Fail,No,5,0.22,No
2681,2021-12-08,Undergraduate,Computer Science,Research,123,33,High,Fail,Yes,9,0.27,No
2682,2025-08-14,Undergraduate,Chemistry,Coding,120,34,High,Incomplete,No,1,0.28,No
2683,2023-09-12,Postgraduate,Physics,Research,138,4,Medium,Incomplete,Yes,4,0.03,No
2684,2022-11-12,Postgraduate,AI,Quiz,124,37,High,Incomplete,No,7,0.3,No
2685,2020-04-10,Postgraduate,Literature,Research,180,29,High,Fail,No,4,0.16,No
2686,2022-09-15,High School,Engineering,Research,44,13,Medium,Pass,Yes,9,0.3,Yes
2687,2020-08-31,Undergraduate,AI,Essay,103,26,Low,Pass,Yes,7,0.25,Yes
2688,2023-08-14,Postgraduate,Computer Science,Project,120,33,Medium,Fail,No,8,0.28,No
2689,2024-06-20,Postgraduate,Computer Science,Quiz,131,23,Low,Pass,No,8,0.18,Yes
2690,2024-10-31,Postgraduate,Mathematics,Essay,18,25,High,Fail,No,9,1.39,No
2691,2024-08-26,Undergraduate,History,Project,19,23,Low,Fail,No,6,1.21,No
2692,2022-11-11,Postgraduate,Physics,Coding,49,17,Medium,Fail,Yes,9,0.35,No
2693,2025-04-18,Postgraduate,Mathematics,Coding,56,13,High,Fail,No,1,0.23,No
2694,2025-09-30,Undergraduate,Computer Science,Research,15,5,Medium,Pass,Yes,7,0.33,Yes
2695,2022-03-05,High School,Engineering,Quiz,73,10,Low,Incomplete,No,1,0.14,No
2696,2021-12-11,High School,Computer Science,Project,17,35,High,Incomplete,Yes,1,2.06,No
2697,2023-02-12,High School,Biology,Quiz,176,38,Low,Incomplete,No,2,0.22,No
2698,2025-05-02,PhD,Engineering,Research,39,18,Medium,Pass,No,2,0.46,No
2699,2022-05-09,Postgraduate,AI,Presentation,74,34,Low,Fail,No,1,0.46,No
2700,2025-03-15,Undergraduate,Computer Science,Research,130,20,High,Pass,No,8,0.15,Yes
2701,2022-07-01,Postgraduate,Mathematics,Quiz,154,36,Low,Pass,No,1,0.23,No
2702,2021-11-21,Postgraduate,History,Coding,171,3,Low,Pass,No,9,0.02,Yes
2703,2021-07-27,Postgraduate,Literature,Quiz,161,2,Medium,Pass,No,3,0.01,No
2704,2020-06-16,Undergraduate,Physics,Presentation,117,30,Medium,Fail,No,8,0.26,No
2705,2024-01-25,Postgraduate,Physics,Project,84,5,High,Fail,No,9,0.06,No
2706,2021-10-13,Undergraduate,Mathematics,Presentation,138,9,High,Fail,No,9,0.07,No
2707,2023-02-06,High School,Engineering,Research,45,16,High,Pass,Yes,7,0.36,Yes
2708,2020-05-07,Postgraduate,Literature,Research,164,18,Low,Fail,No,8,0.11,No
